name,name_raw,entity_type_unified,description
traditional ryukyuan prayer therapy,TRADITIONAL RYUKYUAN PRAYER THERAPY,中草药,"""A traditional Ryukyuan practice using prayer for healing, implied as a potential therapy."""
traditional okinawan prayer therapy,TRADITIONAL OKINAWAN PRAYER THERAPY,中草药,"""A traditional Okinawan practice using prayer for healing, implied as a potential therapy."""
traditional hawaiian ceremony therapy,TRADITIONAL HAWAIIAN CEREMONY THERAPY,中草药,"""A traditional Hawaiian practice using ceremony for healing, implied as a potential therapy."""
traditional maori ceremony therapy,TRADITIONAL MAORI CEREMONY THERAPY,中草药,"""A traditional Maori practice using ceremony for healing, implied as a potential therapy."""
traditional sami ceremony therapy,TRADITIONAL SAMI CEREMONY THERAPY,中草药,"""A traditional Sami practice using ceremony for healing, implied as a potential therapy."""
traditional ainu ceremony therapy,TRADITIONAL AINU CEREMONY THERAPY,中草药,"""A traditional Ainu practice using ceremony for healing, implied as a potential therapy."""
traditional ryukyuan ceremony therapy,TRADITIONAL RYUKYUAN CEREMONY THERAPY,中草药,"""A traditional Ryukyuan practice using ceremony for healing, implied as a potential therapy."""
traditional okinawan ceremony therapy,TRADITIONAL OKINAWAN CEREMONY THERAPY,中草药,"""A traditional Okinawan practice using ceremony for healing, implied as a potential therapy."""
traditional hawaiian ritual therapy,TRADITIONAL HAWAIIAN RITUAL THERAPY,中草药,"""A traditional Hawaiian practice using ritual for healing, implied as a potential therapy."""
traditional maori ritual therapy,TRADITIONAL MAORI RITUAL THERAPY,中草药,"""A traditional Maori practice using ritual for healing, implied as a potential therapy."""
traditional sami ritual therapy,TRADITIONAL SAMI RITUAL THERAPY,中草药,"""A traditional Sami practice using ritual for healing, implied as a potential therapy."""
traditional ainu ritual therapy,TRADITIONAL AINU RITUAL THERAPY,中草药,"""A traditional Ainu practice using ritual for healing, implied as a potential therapy."""
traditional ryukyuan ritual therapy,TRADITIONAL RYUKYUAN RITUAL THERAPY,中草药,"""A traditional Ryukyuan practice using ritual for healing, implied as a potential therapy."""
traditional okinawan ritual therapy,TRADITIONAL OKINAWAN RITUAL THERAPY,中草药,"""A traditional Okinawan practice using ritual for healing, implied as a potential therapy."""
traditional hawaiian symbolic therapy,TRADITIONAL HAWAIIAN SYMBOLIC THERAPY,中草药,"""A traditional Hawaiian practice using symbols for healing, implied as a potential therapy."""
traditional maori symbolic therapy,TRADITIONAL MAORI SYMBOLIC THERAPY,中草药,"""A traditional Maori practice using symbols for healing, implied as a potential therapy."""
traditional sami symbolic therapy,TRADITIONAL SAMI SYMBOLIC THERAPY,中草药,"""A traditional Sami practice using symbols for healing, implied as a potential therapy."""
traditional ainu symbolic therapy,TRADITIONAL AINU SYMBOLIC THERAPY,中草药,"""A traditional Ainu practice using symbols for healing, implied as a potential therapy."""
traditional ryukyuan symbolic therapy,TRADITIONAL RYUKYUAN SYMBOLIC THERAPY,中草药,"""A traditional Ryukyuan practice using symbols for healing, implied as a potential therapy."""
traditional okinawan symbolic therapy,TRADITIONAL OKINAWAN SYMBOLIC THERAPY,中草药,"""A traditional Okinawan practice using symbols for healing, implied as a potential therapy."""
traditional hawaiian metaphysical therapy,TRADITIONAL HAWAIIAN METAPHYSICAL THERAPY,中草药,"""A traditional Hawaiian practice addressing metaphysical aspects, implied as a potential therapy."""
traditional maori metaphysical therapy,TRADITIONAL MAORI METAPHYSICAL THERAPY,中草药,"""A traditional Maori practice addressing metaphysical aspects, implied as a potential therapy."""
traditional sami metaphysical therapy,TRADITIONAL SAMI METAPHYSICAL THERAPY,中草药,"""A traditional Sami practice addressing metaphysical aspects, implied as a potential therapy."""
traditional ainu metaphysical therapy,TRADITIONAL AINU METAPHYSICAL THERAPY,中草药,"""A traditional Ainu practice addressing metaphysical aspects, implied as a potential therapy."""
traditional ryukyuan metaphysical therapy,TRADITIONAL RYUKYUAN METAPHYSICAL THERAPY,中草药,"""A traditional Ryukyuan practice addressing metaphysical aspects, implied as a potential therapy."""
traditional okinawan metaphysical therapy,TRADITIONAL OKINAWAN METAPHYSICAL THERAPY,中草药,"""A traditional Okinawan practice addressing metaphysical aspects, implied as a potential therapy."""
traditional hawaiian spiritual therapy,TRADITIONAL HAWAIIAN SPIRITUAL THERAPY,中草药,"""A traditional Hawaiian practice addressing spiritual aspects, implied as a potential therapy."""
traditional maori spiritual therapy,TRADITIONAL MAORI SPIRITUAL THERAPY,中草药,"""A traditional Maori practice addressing spiritual aspects, implied as a potential therapy."""
traditional sami spiritual therapy,TRADITIONAL SAMI SPIRITUAL THERAPY,中草药,"""A traditional Sami practice addressing spiritual aspects, implied as a potential therapy."""
traditional ainu spiritual therapy,TRADITIONAL AINU SPIRITUAL THERAPY,中草药,"""A traditional Ainu practice addressing spiritual aspects, implied as a potential therapy."""
traditional ryukyuan spiritual therapy,TRADITIONAL RYUKYUAN SPIRITUAL THERAPY,中草药,"""A traditional Ryukyuan practice addressing spiritual aspects, implied as a potential therapy."""
traditional okinawan spiritual therapy,TRADITIONAL OKINAWAN SPIRITUAL THERAPY,中草药,"""A traditional Okinawan practice addressing spiritual aspects, implied as a potential therapy."""
traditional hawaiian emotional therapy,TRADITIONAL HAWAIIAN EMOTIONAL THERAPY,中草药,"""A traditional Hawaiian practice addressing emotional aspects, implied as a potential therapy."""
traditional maori emotional therapy,TRADITIONAL MAORI EMOTIONAL THERAPY,中草药,"""A traditional Maori practice addressing emotional aspects, implied as a potential therapy."""
traditional sami emotional therapy,TRADITIONAL SAMI EMOTIONAL THERAPY,中草药,"""A traditional Sami practice addressing emotional aspects, implied as a potential therapy."""
traditional ainu emotional therapy,TRADITIONAL AINU EMOTIONAL THERAPY,中草药,"""A traditional Ainu practice addressing emotional aspects, implied as a potential therapy."""
traditional ryukyuan emotional therapy,TRADITIONAL RYUKYUAN EMOTIONAL THERAPY,中草药,"""A traditional Ryukyuan practice addressing emotional aspects, implied as a potential therapy."""
traditional okinawan emotional therapy,TRADITIONAL OKINAWAN EMOTIONAL THERAPY,中草药,"""A traditional Okinawan practice addressing emotional aspects, implied as a potential therapy."""
traditional hawaiian mental therapy,TRADITIONAL HAWAIIAN MENTAL THERAPY,中草药,"""A traditional Hawaiian practice addressing mental aspects, implied as a potential therapy."""
traditional maori mental therapy,TRADITIONAL MAORI MENTAL THERAPY,中草药,"""A traditional Maori practice addressing mental aspects, implied as a potential therapy."""
traditional sami mental therapy,TRADITIONAL SAMI MENTAL THERAPY,中草药,"""A traditional Sami practice addressing mental aspects, implied as a potential therapy."""
traditional ainu mental therapy,TRADITIONAL AINU MENTAL THERAPY,中草药,"""A traditional Ainu practice addressing mental aspects, implied as a potential therapy."""
traditional ryukyuan mental therapy,TRADITIONAL RYUKYUAN MENTAL THERAPY,中草药,"""A traditional Ryukyuan practice addressing mental aspects, implied as a potential therapy."""
traditional okinawan mental therapy,TRADITIONAL OKINAWAN MENTAL THERAPY,中草药,"""A traditional Okinawan practice addressing mental aspects, implied as a potential therapy."""
traditional hawaiian physical therapy,TRADITIONAL HAWAIIAN PHYSICAL THERAPY,中草药,"""A traditional Hawaiian practice addressing physical aspects, implied as a potential therapy."""
traditional maori physical therapy,TRADITIONAL MAORI PHYSICAL THERAPY,中草药,"""A traditional Maori practice addressing physical aspects, implied as a potential therapy."""
traditional sami physical therapy,TRADITIONAL SAMI PHYSICAL THERAPY,中草药,"""A traditional Sami practice addressing physical aspects, implied as a potential therapy."""
traditional ainu physical therapy,TRADITIONAL AINU PHYSICAL THERAPY,中草药,"""A traditional Ainu practice addressing physical aspects, implied as a potential therapy."""
traditional ryukyuan physical therapy,TRADITIONAL RYUKYUAN PHYSICAL THERAPY,中草药,"""A traditional Ryukyuan practice addressing physical aspects, implied as a potential therapy."""
traditional okinawan physical therapy,TRADITIONAL OKINAWAN PHYSICAL THERAPY,中草药,"""A traditional Okinawan practice addressing physical aspects, implied as a potential therapy."""
traditional hawaiian social therapy,TRADITIONAL HAWAIIAN SOCIAL THERAPY,中草药,"""A traditional Hawaiian practice addressing social aspects, implied as a potential therapy."""
traditional maori social therapy,TRADITIONAL MAORI SOCIAL THERAPY,中草药,"""A traditional Maori practice addressing social aspects, implied as a potential therapy."""
